"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"116",656981,"Solomon, Peter","227","51.1","0.120","0.000","0.158","0.120","0.203","0.296","0.206","3","25","90.0","12.7","2178","92.1","91.56","12","58","58","-0.5","6.07","112","155","117","152","290","318","291"
"116",594835,"Gonzales, Marco","2324","5.0","0.158","0.158","0.125","0.316","0.285","0.458","0.349","3","19","85.8","22.8","2134","88.1","88.41","7","46","70","0.3","6.39","107","152","111","147","298","320","290"
"116",452027,"Albers, Andrew","365","31.8","0.258","0.419","0.211","0.677","0.420","0.434","0.296","8","31","84.8","25.1","2187","88.4","88.07","5","58","58","-0.3","6.21","105","155","120","148","298","330","291"
"114",626929,"Thorpe, Lewis","251","45.4","0.333","0.143","0.353","0.476","0.402","0.370","0.281","7","21","94.8","5.2","1957","89.1","90.09","5","43","71","1.0","6.88","103","154","115","148","308","330","295"
"113",431148,"Kazmir, Scott","207","54.6","0.304","0.217","0.353","0.522","0.399","0.378","0.260","7","23","95.0","9.8","2152","92.4","91.65","6","55","58","-0.7","5.80","115","159","116","151","296","323","292"
"111",669135,"Sceroler, Mac","198","56.1","0.400","0.400","0.421","0.800","0.538","0.460","0.309","10","25","93.1","21.9","2487","92.7","92.69","7","51","60","0.0","6.32","112","151","124","150","300","319","296"
"111",661255,"López, Yoan","215","51.6","0.370","0.185","0.375","0.556","0.401","0.454","0.370","10","27","90.8","9.8","2204","95.7","96.71","5","50","61","1.0","6.85","111","155","121","151","307","334","308"
"111",592717,"Sanchez, Aaron","595","18.7","0.313","0.125","0.357","0.438","0.421","0.415","0.304","5","16","91.3","13.1","2016","90.1","91.36","6","37","74","1.3","6.96","113","157","114","151","300","322","299"
"110",623465,"Phillips, Evan","244","45.1","0.368","0.053","0.412","0.421","0.392","0.404","0.360","7","19","94.6","7.4","2222","95.4","95.78","10","61","49","0.4","6.48","111","156","114","150","301","319","295"
"110",676886,"Beasley, Jeremy","198","55.6","0.222","0.333","0.222","0.556","0.426","0.383","0.180","4","18","92.6","34.9","2500","95.1","95.03","19","54","56","-0.1","6.23","109","152","120","148","290","312","289"
"110",681810,"Warren, Austin","306","35.9","0.130","0.130","0.188","0.261","0.223","0.234","0.127","3","23","89.5","24.1","2287","93.9","93.86","11","43","67","0.0","6.43","112","158","117","149","302","326","297"
"109",676477,"Whitlock, Garrett","1150","9.5","0.061","0.182","0.000","0.242","0.170","0.207","0.116","2","33","85.3","5.6","2125","96.3","98.05","22","58","51","1.8","7.27","115","158","120","149","286","324","301"
"109",669169,"Heasley, Jonathan","250","43.6","0.333","0.222","0.333","0.556","0.398","0.431","0.331","9","27","96.2","20.0","2261","93.5","93.00","3","50","59","-0.5","6.03","106","156","117","149","299","328","309"
"108",669358,"Baz, Shane","198","54.5","0.143","0.286","0.100","0.429","0.273","0.305","0.178","3","21","87.7","37.8","2415","97.0","97.25","17","56","52","0.2","6.68","111","161","112","151","300","318","295"
"108",605309,"Kela, Keone","203","53.2","0.375","0.375","0.364","0.750","0.471","0.408","0.335","6","16","93.2","13.9","2336","94.7","94.54","5","39","69","-0.2","6.35","115","156","125","148","294","317","307"
"107",544931,"Strasburg, Stephen","362","29.6","0.304","0.478","0.333","0.783","0.490","0.433","0.268","7","23","96.0","13.5","2079","91.9","93.17","10","39","68","1.3","7.07","112","155","113","150","302","316","294"
"106",656818,"Overton, Connor","274","38.7","0.182","0.091","0.250","0.273","0.243","0.271","0.208","4","22","90.2","20.4","2242","92.3","91.72","9","56","50","-0.6","6.07","112","152","122","150","292","313","297"
"106",543521,"McHugh, Collin","972","10.9","0.214","0.000","0.375","0.214","0.251","0.338","0.272","3","14","90.4","14.4","2267","90.6","90.85","11","36","70","0.3","6.66","106","153","118","150","300","315","292"
"105",605359,"Marshall, Evan","435","24.1","0.125","0.063","0.154","0.188","0.221","0.267","0.160","2","16","86.5","27.8","2442","93.1","92.04","12","44","61","-1.1","5.70","115","152","116","149","299","318","295"
"105",656061,"Abreu, Albert","642","16.4","0.182","0.182","0.176","0.364","0.299","0.377","0.280","4","22","87.7","19.9","2133","97.8","97.79","12","55","50","0.0","6.44","111","155","118","148","295","323","292"
"105",665733,"Santos, Antonio","176","59.7","0.259","0.222","0.261","0.481","0.370","0.369","0.283","7","27","88.3","15.1","2157","95.5","95.53","2","39","66","0.0","6.30","114","153","122","147","299","326","300"
"105",664285,"Valdez, Framber","2090","5.0","0.350","0.250","0.375","0.600","0.530","0.475","0.257","7","20","94.6","-3.4","2183","92.1","91.64","4","39","66","-0.5","5.86","108","153","114","149","290","322","290"
"105",621139,"Kriske, Brooks","194","54.1","0.423","0.846","0.211","1.269","0.668","0.423","0.260","11","26","91.6","20.7","2208","95.3","95.37","6","57","48","0.1","6.33","109","149","116","143","295","322","287"
"104",468504,"Chacín, Jhoulys","1070","9.7","0.222","0.185","0.227","0.407","0.307","0.342","0.277","6","27","92.1","14.6","2240","92.5","92.21","5","45","59","-0.3","5.94","111","150","121","146","298","329","302"
"104",552640,"Kittredge, Andrew","982","10.6","0.192","0.038","0.263","0.231","0.183","0.345","0.278","5","26","84.0","19.6","2552","94.6","95.34","10","67","36","0.7","6.72","110","154","114","149","296","323","296"
"103",571676,"Frankoff, Seth","260","39.6","0.391","0.348","0.368","0.739","0.520","0.452","0.316","9","23","85.7","20.0","2411","91.3","91.19","3","47","56","-0.1","6.21","108","152","117","149","305","332","303"
"103",657508,"Baumann, Mike","185","55.7","0.261","0.304","0.263","0.565","0.394","0.548","0.337","6","23","96.5","22.9","2093","93.6","93.99","10","47","56","0.4","6.65","110","154","125","150","292","326","298"
"103",476594,"Stock, Robert","168","61.3","0.350","0.350","0.357","0.700","0.511","0.496","0.336","7","20","94.5","7.4","2033","96.2","96.37","8","39","64","0.2","6.44","108","151","110","150","293","324","299"
"101",453192,"Miller, Andrew","620","16.3","0.316","0.316","0.250","0.632","0.460","0.477","0.331","6","19","92.9","14.9","2050","87.9","89.49","3","46","55","1.6","7.14","115","153","117","147","293","317","295"
"101",663992,"Lovelady, Richard","315","32.1","0.294","0.059","0.500","0.353","0.358","0.341","0.273","5","17","90.1","21.5","2491","93.1","94.90","12","40","61","1.8","7.14","105","160","111","144","294","323","303"
"100",663399,"Waddell, Brandon","213","46.9","0.263","0.316","0.267","0.579","0.408","0.437","0.261","5","19","95.6","27.8","2355","92.5","92.27","7","39","61","-0.2","6.02","109","150","119","146","298","324","296"
"99",640462,"Puk, A.J.","243","40.7","0.250","0.000","0.353","0.250","0.302","0.284","0.210","6","24","91.1","12.6","2214","95.4","96.30","10","45","54","0.9","6.84","109","151","125","154","293","326","303"
"99",641541,"Duplantier, Jon","270","36.7","0.333","0.333","0.444","0.667","0.479","0.431","0.253","6","18","82.5","29.3","2209","91.2","85.93","11","41","58","-5.3","7.18","109","154","118","151","300","323","301"
"99",642759,"Fernández, Julian","117","84.6","0.240","0.200","0.238","0.440","0.341","0.303","0.207","6","25","91.2","13.8","2420","99.0","99.78","9","46","53","0.8","6.52","112","151","129","151","294","332","308"
"98",667297,"Nance, Tommy","456","21.5","0.167","0.250","0.143","0.417","0.342","0.398","0.254","4","24","89.8","10.4","2281","95.2","95.53","5","39","59","0.3","6.38","108","150","112","148","293","316","294"
"96",680704,"Sandlin, Nick","603","15.9","0.143","0.214","0.250","0.357","0.251","0.210","0.115","4","28","87.7","27.8","2341","94.4","94.61","12","46","50","0.2","6.45","115","152","118","148","291","316","289"
"95",461325,"Clippard, Tyler","410","23.2","0.158","0.053","0.214","0.211","0.185","0.192","0.156","3","19","83.9","14.2","2256","89.0","88.58","10","48","47","-0.4","6.16","111","153","119","150","296","324","295"
"94",621098,"Hanhold, Eric","189","49.7","0.368","0.316","0.357","0.684","0.457","0.467","0.358","7","19","95.0","15.1","2287","94.9","94.79","7","38","56","-0.1","6.33","107","148","118","144","297","323","291"
"93",642083,"Slegers, Aaron","570","16.3","0.350","0.200","0.353","0.550","0.444","0.445","0.349","7","20","90.2","20.9","2011","91.8","92.78","6","38","52","1.0","6.86","121","160","113","151","301","324","300"
"92",621248,"Garza Jr., Ralph","485","19.0","0.231","0.385","0.200","0.615","0.410","0.445","0.287","6","26","93.1","18.7","2195","92.2","92.13","9","47","45","-0.1","6.21","116","159","125","152","293","327","294"
"92",656578,"Jackson, Andre","199","46.2","0.333","0.095","0.412","0.429","0.398","0.327","0.231","7","21","80.4","13.8","2225","92.3","92.35","10","45","47","0.1","6.24","114","157","116","151","296","314","294"
"91",641420,"Burdi, Zack","177","51.4","0.346","0.346","0.300","0.692","0.463","0.414","0.277","9","26","91.1","25.5","2578","95.8","95.72","11","46","45","-0.1","6.20","110","149","118","148","292","320","294"
"89",650633,"King, Michael","1009","8.8","0.094","0.094","0.125","0.188","0.136","0.299","0.202","3","32","95.0","22.2","2383","95.2","94.75","18","53","36","-0.5","6.18","113","150","121","147","294","322","289"
"89",640451,"Harvey, Hunter","139","64.0","0.263","0.368","0.267","0.632","0.380","0.293","0.232","5","19","88.1","11.4","2072","97.0","96.61","2","43","46","-0.4","6.15","108","153","121","151","298","320","294"
"88",655889,"Rodríguez, Manuel","300","29.3","0.294","0.294","0.364","0.588","0.441","0.434","0.290","5","17","91.2","16.3","2304","97.0","97.33","14","42","46","0.3","6.33","110","158","118","152","296","323","300"
"87",543883,"Vincent, Nick","182","47.8","0.150","0.050","0.200","0.200","0.240","0.217","0.129","3","20","89.2","27.9","2366","89.0","88.87","13","46","41","-0.1","6.05","109","157","115","150","301","333","298"
"87",621261,"Oswalt, Corey","156","55.8","0.250","0.250","0.286","0.500","0.330","0.372","0.303","5","20","87.2","17.8","2243","92.2","93.22","11","46","41","1.0","6.96","107","151","112","147","306","337","296"
"87",642758,"Acevedo, Domingo","174","50.0","0.375","0.375","0.333","0.750","0.515","0.384","0.267","6","16","87.1","15.4","2065","92.9","91.98","7","43","44","-0.9","5.76","112","150","122","150","292","325","297"
"86",503285,"O'Day, Darren","189","45.5","0.200","0.200","0.250","0.400","0.280","0.256","0.172","3","15","86.4","31.0","2374","85.5","86.01","10","44","42","0.5","6.69","105","152","114","145","300","325","289"
"85",663558,"Moran, Jovani","162","52.5","0.444","0.056","0.500","0.500","0.472","0.398","0.329","8","18","87.3","6.7","2150","92.5","92.92","11","43","42","0.4","6.47","103","153","112","147","301","333","297"
"85",461872,"Swarzak, Anthony","199","42.7","0.364","0.273","0.500","0.636","0.444","0.354","0.279","8","22","88.5","17.2","2282","93.0","93.25","5","41","44","0.3","6.27","110","154","121","148","300","328","302"
"85",592145,"Biddle, Jesse","186","45.7","0.438","0.250","0.429","0.688","0.529","0.426","0.295","7","16","82.9","2.5","2607","93.0","93.61","2","32","53","0.6","6.58","103","148","116","148","299","319","294"
"85",665759,"Rosso, Ramón","144","59.0","0.188","0.063","0.231","0.250","0.267","0.364","0.286","3","16","92.6","7.2","2472","94.7","94.08","7","45","40","-0.6","5.95","109","152","120","149","293","319","289"
"84",669214,"Menez, Conner","247","34.0","0.235","0.235","0.273","0.471","0.317","0.331","0.267","4","17","87.1","8.7","2164","90.9","91.81","5","35","49","0.9","6.76","113","156","119","147","298","321","291"
"84",543238,"Gose, Anthony","115","73.0","0.111","0.056","0.182","0.167","0.175","0.207","0.154","2","18","79.5","9.1","2439","99.3","99.07","14","54","30","-0.2","6.15","109","150","119","148","296","314","291"
"83",592222,"Claudio, Alex","587","14.1","0.412","0.412","0.417","0.824","0.549","0.592","0.424","7","17","92.5","5.7","1964","85.4","83.39","3","26","57","-2.0","5.72","110","154","119","150","304","327","294"
"83",642397,"Soto, Gregory","1131","7.3","0.095","0.143","0.167","0.238","0.186","0.178","0.102","2","21","78.8","4.0","2348","98.2","99.11","19","38","45","0.9","6.76","112","152","118","150","294","326","303"
"82",621129,"Cody, Kyle","209","39.2","0.364","0.273","0.429","0.636","0.456","0.448","0.338","8","22","96.6","12.4","2059","95.1","95.29","12","44","38","0.2","6.52","114","152","119","148","292","312","294"
"82",595014,"Treinen, Blake","1095","7.5","0.133","0.067","0.400","0.200","0.176","0.171","0.132","2","15","79.7","27.0","2419","97.7","96.44","14","39","43","-1.3","5.52","118","160","124","151","293","319","300"
"82",502706,"Holland, Derek","835","9.8","0.417","0.417","0.364","0.833","0.552","0.562","0.410","5","12","97.1","10.1","2296","92.8","92.84","5","34","48","0.0","6.35","107","152","119","147","296","325","297"
"81",518858,"Jones, Nate","309","26.2","0.222","0.056","0.235","0.278","0.271","0.390","0.296","4","18","92.0","19.5","2406","95.5","94.77","14","48","33","-0.7","5.83","106","152","116","148","304","321","293"
"81",642073,"Sherfy, Jimmie","230","35.2","0.188","0.188","0.133","0.375","0.273","0.394","0.302","3","16","88.0","19.4","2261","94.1","94.11","8","41","40","0.0","6.22","113","160","117","149","298","317","295"
"80",661440,"Llovera, Mauricio","145","55.2","0.294","0.529","0.182","0.824","0.482","0.303","0.191","5","17","95.1","21.8","1980","94.4","94.28","7","40","40","-0.1","6.23","112","154","117","150","297","330","291"
"80",607179,"Weems, Jordan","134","59.7","0.313","0.563","0.250","0.875","0.533","0.549","0.366","5","16","95.0","13.8","2170","94.7","94.99","5","39","41","0.3","6.58","115","150","119","150","297","325","294"
"80",657228,"Jewell, Jake","215","37.2","0.500","0.643","0.667","1.143","0.683","0.449","0.282","7","14","84.7","26.2","2082","94.6","95.43","10","35","45","0.8","6.68","108","151","120","148","299","325","300"
"79",650347,"Madero, Luís","214","36.9","0.350","0.550","0.294","0.900","0.547","0.517","0.338","7","20","91.6","25.5","2274","89.6","90.27","5","31","48","0.7","6.82","112","152","120","150","296","320","291"
"78",593619,"Tapia, Domingo","520","15.0","0.250","0.000","0.429","0.250","0.377","0.378","0.231","3","12","85.5","24.9","2326","97.7","96.87","7","33","45","-0.8","5.88","104","153","114","143","300","323","300"
"76",661383,"Ortega, Oliver","139","54.7","0.375","0.125","0.400","0.500","0.402","0.276","0.231","9","24","91.8","1.3","2327","96.5","95.72","2","37","39","-0.8","5.79","110","154","118","147","303","326","296"
"76",663372,"Feltner, Ryan","142","53.5","0.545","0.545","0.500","1.091","0.686","0.496","0.377","6","11","92.2","31.8","2246","92.4","92.87","8","30","46","0.5","6.46","107","151","122","148","292","335","300"
"75",608665,"Graveman, Kendall","871","8.6","0.176","0.059","0.500","0.235","0.255","0.271","0.193","3","17","91.7","22.2","2315","96.3","96.27","18","48","27","0.0","6.31","112","151","124","151","287","321","297"
"75",543548,"Milone, Tommy","241","31.1","0.529","0.647","0.538","1.176","0.703","0.412","0.341","9","17","88.3","10.5","2106","84.2","83.77","3","29","46","-0.4","6.09","105","150","117","146","291","319","287"
"74",657044,"Thompson, Ryan","483","15.3","0.077","0.038","0.222","0.115","0.105","0.218","0.163","2","26","94.7","9.7","2230","92.7","93.29","15","47","27","0.6","6.95","105","148","114","145","301","317","289"
"72",605538,"Wisler, Matt","787","9.1","0.200","0.200","0.182","0.400","0.305","0.424","0.305","3","15","94.7","28.2","2110","91.5","90.99","3","21","51","-0.5","6.09","109","157","114","150","298","320","293"
"71",502171,"Cobb, Alex","1579","4.5","0.000","0.000","0.000","0.000","0.138","0.250","0.125","0","8","86.6","10.4","2116","93.2","92.33","2","20","51","-0.9","5.81","113","156","119","150","302","325","300"
"70",605218,"Edwards Jr., Carl","111","63.1","0.421","0.316","0.429","0.737","0.475","0.376","0.322","8","19","90.8","27.2","2595","94.2","95.29","9","34","36","1.1","6.68","105","150","119","143","301","311","287"
"70",542914,"Bass, Anthony","959","7.3","0.261","0.304","0.222","0.565","0.358","0.394","0.307","6","23","95.2","12.9","1976","95.4","95.44","6","34","36","0.0","6.34","108","152","117","151","303","319","290"
"70",669160,"May, Dustin","368","19.0","0.214","0.214","0.333","0.429","0.297","0.270","0.177","3","14","92.0","15.9","2307","98.3","98.82","8","36","34","0.5","6.63","118","165","123","148","291","317","295"
"70",641672,"Hatch, Thomas","166","42.2","0.333","0.429","0.313","0.762","0.492","0.452","0.298","7","21","93.5","25.7","2498","94.0","93.75","4","38","32","-0.3","6.21","108","150","116","145","282","317","302"
"69",573186,"Stroman, Marcus","2741","2.5","0.286","0.071","0.444","0.357","0.305","0.416","0.336","4","14","86.9","21.9","2419","92.4","92.01","14","37","32","-0.4","5.91","114","158","120","150","296","324","295"
"69",592865,"Williams, Taylor","219","31.5","0.353","0.059","0.375","0.412","0.387","0.357","0.290","6","17","91.0","7.3","2352","93.7","93.39","2","29","40","-0.3","6.17","114","148","121","148","303","315","290"
"68",623433,"Anderson, Nick","102","66.7","0.231","0.462","0.091","0.692","0.418","0.715","0.468","3","13","92.8","26.5","2100","93.0","92.15","4","34","34","-0.9","5.87","106","190","120","152","301","324","301"
"68",457915,"Guerra, Javy","148","45.9","0.500","0.583","0.500","1.083","0.670","0.622","0.429","6","12","87.1","18.5","2127","91.7","91.48","5","35","33","-0.2","6.08","102","147","116","137","304","322","298"
"67",643400,"Knight, Dusten","186","36.0","0.308","0.385","0.375","0.692","0.438","0.460","0.344","4","13","96.4","16.2","2056","90.7","90.59","6","25","42","-0.1","6.29","106","150","118","145","290","325","296"
"67",660906,"Perez, Francisco","122","54.9","0.400","0.100","0.364","0.500","0.425","0.310","0.200","4","10","94.1","19.5","2214","93.0","92.20","4","27","40","-0.8","5.65","106","150","120","148","291","310","290"
"66",571871,"Krol, Ian","349","18.9","0.333","0.000","0.500","0.333","0.350","0.210","0.129","2","6","75.0","15.0","2381","93.7","92.43","3","20","46","-1.3","5.66","109","155","120","148","295","325","298"
"66",571882,"Law, Derek","292","22.6","0.444","0.111","0.500","0.556","0.478","0.350","0.279","4","9","91.0","16.3","2128","93.7","94.08","5","30","36","0.4","6.57","107","155","108","148","294","325","294"
"66",656803,"Norwood, James","94","70.2","0.273","0.000","0.300","0.273","0.309","0.367","0.320","3","11","82.9","24.3","2184","97.3","97.57","6","32","34","0.3","6.43","117","152","124","149","298","321","312"
"66",491624,"Valdez, César","757","8.7","0.308","0.231","0.400","0.538","0.378","0.361","0.316","4","13","88.3","13.1","2130","85.3","84.11","4","25","41","-1.2","5.63","107","153","118","148","300","325","294"
"65",596049,"Morimando, Shawn","199","32.7","0.412","0.235","0.538","0.647","0.482","0.332","0.273","7","17","89.0","9.8","2347","91.1","90.80","3","24","41","-0.3","6.26","105","149","118","150","304","315","280"
"65",664337,"Yajure, Miguel","239","27.2","0.429","0.857","0.286","1.286","0.698","0.648","0.442","6","14","96.2","21.5","2375","90.5","90.46","3","20","45","0.0","6.27","112","151","117","152","296","320","292"
"65",646242,"Diaz, Jhonathan","237","27.4","0.167","0.083","0.167","0.250","0.250","0.299","0.207","2","12","88.4","19.7","2073","89.9","89.70","1","28","37","-0.2","6.27","108","152","118","147","303","323","293"
"64",669395,"Coleman, Dylan","109","58.7","0.313","0.125","0.385","0.438","0.340","0.289","0.269","5","16","86.2","18.0","2520","98.2","98.75","9","40","24","0.6","6.53","104","152","113","142","301","325","300"
"63",665620,"García, Deivi","153","41.2","0.333","0.389","0.385","0.722","0.471","0.460","0.311","6","18","94.1","30.3","2216","92.2","92.58","6","30","33","0.4","6.61","113","159","121","146","298","327","296"
"63",621381,"Strahm, Matt","136","46.3","0.500","0.188","0.615","0.688","0.508","0.313","0.297","8","16","83.1","0.6","2282","93.1","93.00","8","38","25","-0.1","6.19","105","148","121","144","305","330","308"
"63",548384,"Raley, Brooks","865","7.3","0.250","0.188","0.250","0.438","0.354","0.367","0.249","4","16","83.7","30.2","2430","90.9","90.13","6","30","33","-0.8","5.74","110","153","116","147","296","323","290"
"62",605388,"Morgan, Adam","442","14.0","0.200","0.100","0.182","0.300","0.326","0.324","0.151","2","10","88.7","26.5","2300","93.0","92.05","1","21","41","-0.9","5.65","109","152","111","151","295","319","301"
"62",620396,"Aguilar, Miguel","104","59.6","0.250","0.000","0.273","0.250","0.287","0.262","0.192","3","12","78.8","2.6","2163","91.4","90.88","5","27","35","-0.5","6.02","110","145","111","145","293","323","293"
"61",446372,"Kluber, Corey","1338","4.6","0.200","0.000","0.286","0.200","0.262","0.325","0.215","2","10","93.5","6.8","2262","89.9","90.31","3","25","36","0.4","6.53","107","150","117","146","298","327","289"
"61",676709,"Tice, Ty","142","43.0","0.500","0.333","0.556","0.833","0.601","0.573","0.460","6","12","95.2","16.7","2206","94.2","94.33","2","25","36","0.1","6.27","106","155","122","148","294","316","282"
"60",676755,"Mattson, Isaac","91","65.9","0.333","0.111","0.375","0.444","0.444","0.453","0.253","3","9","89.7","28.0","2253","92.8","93.30","5","27","33","0.5","6.73","113","150","121","149","299","322","295"
"60",668941,"Romero, JoJo","171","35.1","0.400","0.600","0.500","1.000","0.588","0.468","0.299","4","10","95.0","14.0","2158","94.7","93.35","6","27","33","-1.4","5.44","114","152","114","149","296","329","301"
"59",594986,"Ryan, Kyle","225","26.2","0.286","0.500","0.286","0.786","0.455","0.426","0.328","4","14","90.3","20.2","1945","88.7","89.26","5","17","42","0.6","6.74","110","151","119","149","294","321","299"
"58",594311,"Gustave, Jandel","294","19.7","0.300","0.300","0.333","0.600","0.449","0.458","0.300","3","10","91.4","14.7","2383","96.8","96.17","6","31","27","-0.6","5.84","107","153","119","148","300","317","295"
"58",572971,"Keuchel, Dallas","2726","2.1","0.250","0.438","0.143","0.688","0.383","0.430","0.314","4","16","94.7","13.5","2210","89.0","88.84","1","31","27","-0.2","5.95","112","153","118","149","301","318","293"
"58",628345,"Núñez, Darien","127","45.7","0.300","0.100","0.500","0.400","0.390","0.392","0.264","3","10","94.3","18.7","2307","94.1","93.37","9","25","33","-0.7","5.79","115","152","111","151","294","316","298"
"56",641851,"McGowin, Kyle","517","10.8","0.143","0.000","0.250","0.143","0.251","0.223","0.078","1","7","88.9","29.3","2344","91.2","91.14","2","11","45","-0.1","6.45","110","151","124","146","298","323","294"
"56",664682,"Meisinger, Ryan","149","37.6","0.364","0.000","0.444","0.364","0.419","0.318","0.185","4","11","78.9","6.9","2237","91.7","92.51","3","22","34","0.8","6.78","104","148","123","147","296","320","295"
"56",475479,"Phelps, David","189","29.6","0.400","0.200","0.667","0.600","0.501","0.442","0.314","2","5","97.1","14.3","2373","93.6","92.04","7","23","33","-1.6","5.53","108","158","122","150","304","323","287"
"56",670087,"Sittinger, Brandyn","80","70.0","0.300","0.400","0.200","0.700","0.424","0.530","0.450","3","10","94.1","15.7","2195","93.5","92.84","4","31","25","-0.7","6.03","109","152","115","154","293","328","295"
"55",670090,"Mills, Wyatt","230","23.9","0.400","0.500","0.600","0.900","0.581","0.438","0.253","4","10","95.7","19.7","1955","93.0","93.86","6","21","34","0.9","6.97","111","152","117","147","298","325","296"
"54",642701,"Santana, Dennis","909","5.9","0.235","0.353","0.286","0.588","0.392","0.381","0.226","4","17","94.0","21.9","2390","96.0","95.17","8","33","21","-0.8","5.91","116","157","130","148","299","320","292"
"53",663378,"Szapucki, Thomas","82","64.6","0.556","0.778","0.600","1.333","0.763","0.717","0.538","5","9","93.4","15.6","2006","90.7","91.02","5","19","34","0.3","6.36","112","151","116","141","314","322","290"
"51",672851,"Adon, Joan","94","54.3","0.500","0.300","0.667","0.800","0.594","0.490","0.329","5","10","96.3","5.6","2207","95.1","94.99","2","19","32","-0.1","6.28","110","158","125","144","318","327","302"
"51",607216,"Krehbiel, Joey","133","38.3","0.250","0.125","0.333","0.375","0.407","0.427","0.284","2","8","89.0","11.7","2221","95.7","95.11","5","24","27","-0.6","6.19","117","154","119","149","299","321","291"
"51",665665,"Sanmartin, Reiver","181","28.2","0.000","0.000","0.000","0.000","0.058","0.190","0.149","0","11","95.0","2.4","2234","89.5","89.51","5","15","36","0.0","6.37","115","153","117","147","295","311","280"
"51",623474,"Herget, Jimmy","299","17.1","0.333","0.167","0.444","0.500","0.425","0.358","0.275","4","12","90.8","18.9","2234","91.8","89.41","6","24","27","-2.4","4.91","111","152","115","146","304","326","294"
"51",658305,"García, Edgar","281","18.1","0.333","0.267","0.333","0.600","0.444","0.419","0.309","5","15","92.8","-0.6","2081","93.7","94.16","2","21","30","0.5","6.51","106","151","112","146","293","323","295"
"50",664584,"Romero, Jhon","78","64.1","0.333","0.333","0.375","0.667","0.369","0.297","0.263","3","9","89.4","25.6","2096","94.5","93.97","5","25","25","-0.5","5.84","106","147","115","137","296","327","289"
"49",523260,"Kelly, Joe","712","6.9","0.200","0.000","0.500","0.200","0.176","0.152","0.151","2","10","88.3","10.3","2128","97.5","97.58","12","24","25","0.1","6.02","105","149","110","148","311","322","292"
"49",606965,"Devenski, Chris","145","33.8","0.538","0.385","0.545","0.923","0.621","0.659","0.475","7","13","94.9","13.9","2227","91.4","90.82","2","21","28","-0.6","6.09","109","153","122","148","303","332","307"
"48",595918,"Cole, A.J.","114","42.1","0.400","0.200","0.444","0.600","0.424","0.440","0.382","4","10","94.5","20.7","2322","93.8","94.20","9","27","21","0.4","6.57","108","155","117","150","289","321","284"
"48",600887,"Del Pozo, Miguel","80","60.0","0.273","0.182","0.300","0.455","0.338","0.306","0.280","3","11","88.4","12.7","2090","93.3","92.36","6","24","24","-0.9","5.64","111","155","125","148","296","324","297"
"48",664129,"Hartlieb, Geoff","213","22.5","0.300","0.100","0.333","0.400","0.414","0.436","0.311","3","10","87.4","34.8","2370","93.7","93.85","4","25","23","0.2","6.15","112","151","121","147","303","328","299"
"47",663567,"Lambert, Peter","123","38.2","0.588","0.471","0.533","1.059","0.692","0.484","0.393","10","17","91.9","12.4","2179","93.6","93.70","2","25","22","0.1","5.99","113","151","117","148","300","331","310"
"47",543022,"Chatwood, Tyler","591","8.0","0.500","0.167","0.667","0.667","0.548","0.488","0.393","6","12","94.5","15.6","2387","95.8","95.51","3","18","29","-0.3","6.09","107","152","115","148","296","314","284"
"47",491703,"Feliz, Neftalí","67","70.1","0.182","0.364","0.125","0.545","0.359","0.414","0.283","2","11","82.5","21.8","2374","95.0","95.00","6","26","21","0.0","6.23","111","153","108","147","296","321","296"
"46",657140,"Wright, Kyle","133","34.6","0.286","0.143","0.286","0.429","0.420","0.467","0.305","2","7","98.2","12.3","2383","93.6","93.86","1","17","29","0.3","6.32","106","148","133","138","293","319","300"
"46",676766,"Snyder, Nick","59","78.0","0.375","0.125","0.375","0.500","0.461","0.489","0.448","3","8","90.2","4.1","2332","98.7","98.28","5","23","23","-0.4","6.04","117","157","129","150","295","322","300"
"45",571479,"Bellatti, Andrew","83","54.2","0.400","0.200","0.400","0.600","0.501","0.502","0.416","2","5","80.1","8.6","2487","94.3","93.36","4","20","25","-0.9","5.84","110","150","118","148","296","311","281"
"45",623470,"Newberry, Jake","100","45.0","0.556","0.444","0.571","1.000","0.663","0.650","0.501","5","9","95.2","17.1","2398","93.3","92.67","3","18","27","-0.6","5.79","103","155","118","143","295","320","300"
"45",642048,"Saucedo, Tayler","432","10.4","0.545","0.545","0.500","1.091","0.685","0.728","0.534","6","11","91.9","29.3","2476","93.6","93.62","4","22","23","0.0","6.39","111","152","113","149","294","318","285"
"45",573009,"Mantiply, Joe","621","7.2","0.250","0.000","0.500","0.250","0.377","0.348","0.188","2","8","71.9","5.3","2250","91.4","91.22","4","17","28","-0.2","6.39","109","155","121","149","300","328","299"
"45",656240,"Blewett, Scott","92","48.9","0.273","0.182","0.333","0.455","0.365","0.455","0.357","3","11","93.4","20.9","2143","91.3","92.80","3","25","20","1.5","6.90","112","165","120","151","303","328","309"
